hs6_code,en_name
500100,Silk; silk-worm cocoons suitable for reeling
540490,"Filament, synthetic; strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
540500,"Monofilament, synthetic; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm, strip and the like (e.g. artificial straw), of synthetic textile materials with width not over 5mm"
540600,"Man-made filament yarn (other than sewing thread), put up for retail sale"
540710,"Fabrics, woven; from high tenacity yarn, of nylon, other polyamides or of polyesters"
540720,"Fabrics, woven; from strip or the like, of synthetic textile materials"
540730,"Fabrics, woven; from synthetic filament yarn, adhesive or thermal bonded"
540741,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
540742,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
540743,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours"
540744,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, printed"
540751,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, unbleached or bleached"
540752,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed"
540753,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, of yarns of different colours"
540754,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, printed"
540761,"Fabrics, woven; containing 85% or more by weight of non-textured polyester filaments"
540769,"Fabrics, woven; containing less than 85% by weight of non-textured polyester filaments"
540771,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached"
540772,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed"
540773,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours"
540774,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed"
540781,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached"
540782,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed"
540783,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours"
540784,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed"
540791,"Fabrics, woven; of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407"
540792,"Fabrics, woven; of synthetic filament yarn, dyed, n.e.c. in heading 5407"
540793,"Fabrics, woven; of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407"
540794,"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
540810,"Fabrics, woven; of viscose rayon, high tenacity, artificial filament yarn"
540821,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached"
540822,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed"
540823,"Fabrics, woven; containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours"
540824,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed"
540831,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, unbleached or bleached"
540832,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed"
540833,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, of yarns of different colours"
540834,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed"
550111,"Fibres; synthetic filament tow, of nylon or other polyamides, of aramids"
550119,"Fibres; synthetic filament tow, of nylon or other polyamides, of other than aramids"
550120,"Fibres; synthetic filament tow, of polyesters"
550130,"Fibres; synthetic filament tow, acrylic or modacrylic"
550140,"Fibres; synthetic filament tow, of polypropylene"
550190,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501"
550210,Fibres; artificial filament tow of cellulose acetate
550290,"Fibres; artificial filament tow, other than cellulose acetate"
550311,"Fibres; synthetic staple fibres, of aramids, not carded, combed or otherwise processed for spinning"
550319,"Fibres; synthetic staple fibres, of nylon or other polyamides other than aramids, not carded, combed or otherwise processed for spinning"
550320,"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning"
550330,"Fibres; synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning"
550340,"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning"
550390,"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning"
550410,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning"
550490,"Fibres; artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning"
550510,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres"
550520,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres"
550610,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning"
550620,"Fibres; synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning"
550630,"Fibres; synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning"
550640,"Fibres; synthetic staple fibres, of polypropylene, carded, combed or otherwise processed for spinning"
550690,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning"
550700,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning"
550810,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale"
550820,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale"
550911,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale"
550912,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale"
550921,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale"
550922,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale"
550931,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550932,"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550941,"Yarn; (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale"
550942,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale"
550951,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale"
550952,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
550953,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
550959,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale"
550961,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
550962,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
550969,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale"
550991,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.c. in heading no. 5509, not put up for retail sale"
550992,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with cotton, n.e.c. in heading no. 5509, not put up for retail sale"
550999,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale"
551011,"Yarn; (not sewing thread), single, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale"
551012,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale"
551020,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
551030,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
551090,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale"
551110,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale"
551120,"Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale"
551130,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale"
551211,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached"
551219,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached"
551221,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached"
551229,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached"
551291,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, unbleached or bleached"
551299,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached"
551311,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached"
551312,"Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551313,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551319,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached"
551321,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551323,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551329,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2"
551331,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551339,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2"
551341,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
551349,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2"
551411,"Fabrics, woven; plain weave, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551412,"Fabrics, woven; 3- or 4-thread twill, including cross twill, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, over 170g/m2"
551419,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2"
551421,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551422,"Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551423,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514"
551429,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2"
551430,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of synthetic staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551441,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551442,"Fabrics, woven; 3- or 4-thread twill, including cross twill, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
551443,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514"
551449,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2"
551511,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres"
551512,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551513,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair"
551519,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1"
551521,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551522,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair"
551529,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2"
551591,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments"
551599,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515"
551611,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres"
551612,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres"
551613,"Fabrics, woven; of yarns of different colours, containing 85% or more by weight of artificial staple fibres"
551614,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres"
551621,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with manmade filaments"
551622,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
551623,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
551624,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
551631,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551632,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551633,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551634,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
551641,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551642,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551643,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551644,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
551691,"Fabrics, woven; unbleached or bleached, of artificial staple fibres, n.e.c. in heading no. 5516"
551692,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516"
551693,"Fabrics, woven; of yarns of different colours, of artificial staple fibres, n.e.c. in heading no. 5516"
551694,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516"
560121,"Wadding; other articles thereof, of cotton"
560122,"Wadding; other articles thereof, of man-made fibres"
560129,"Wadding; other articles thereof, other than of cotton or man-made fibres"
560130,Wadding; textile flock and dust and mill neps
560210,"Felt; needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered or laminated"
560221,"Felt; of wool or fine animal hair (excluding needleloom felt or stitch-bonded fibre fabrics), not impregnated, coated, covered nor laminated"
560229,"Felt; of textile materials other than wool or fine animal hair (excluding needleloom felt and stitch-bonded fibre fabrics), not impregnated, coated, covered or laminated"
560290,"Felt; impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded fibre fabrics)"
560311,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing not more than 25g/m2)"
560312,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)"
560313,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
560314,"Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighing more than 150g/m2)"
560391,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing not more than 25g/m2)"
560392,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 25g/m2 but not more than 70g/m2)"
560393,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
560394,"Nonwovens; whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 150g/m2)"
560410,Rubber thread and cord; textile covered
560490,"Yarn; textile yarn, strip, and the like of heading no. 5404 or 5405, impregnated, coated, covered, or sheathed with rubber or plastics, n.e.c. in heading no. 5604"
560500,"Yarn; metallised, whether or not gimped, of textile yarn, or strip or the like of heading no. 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal"
560600,"Yarn and strip and the like of heading no. 5404 or 5405; gimped, (other than those of heading no. 5406 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn"
560721,"Twine; binder or baler twine, of sisal or other textile fibres of the genus agave"
560729,"Twine, cordage, ropes, cables; of sisal or other textile fibres of the genus agave (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed"
560741,"Twine; binder or baler twine, of polyethylene or polypropylene"
560749,"Twine, cordage, ropes, cables; of polyethylene or polypropylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed"
560750,"Twine, cordage, ropes, cables; of synthetic fibres other than polyethylene or polypropylene, whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastics"
560790,"Twine, cordage, ropes, cables; of materials n.e.c. in heading no. 5607, whether or not plaited, braided or impregnated, coated, covered, or sheathed with rubber or plastics"
560811,"Twine, cordage or rope; fishing nets, made up, of man made textile materials"
560819,"Twine, cordage or rope; knotted netting, for other than fishing, of man-made textile materials"
560890,"Twine, cordage or rope; knotted netting, of other than man-made textiles"
560900,"Yarn; articles of yarn, strip or the like of heading no. 5404 and 5405, twine, cordage, rope or cables n.e.c. or included"
570110,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, whether or not made up"
570190,"Carpets and other textile floor coverings; knotted, of textile materials (other than wool or fine animal hair), whether or not made up"
570210,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs"
570220,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, of coconut fibres (coir)"
570231,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20"
570232,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20"
570239,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20"
570241,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20"
570242,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20"
570249,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20"
570250,"Carpets and other textile floor coverings; woven, (not tufted or flocked), not of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20"
570291,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20"
570292,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20"
570299,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made or wool or fine animal hair, not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20"
570310,"Carpets and other textile floor coverings (including turf); tufted, of wool or fine animal hair, whether or not made up"
570321,"Carpets and other textile floor coverings; tufted, of nylon or other polyamides, whether or not made up"
570329,"Carpets; tufted, of nylon or other polyamides, whether or not made up"
570331,"Carpets and other textile floor coverings; tufted, of other man-made textile materials (other than polyamides), whether or not made up"
570339,"Carpets; tufted, of man-made textile materials (other than polyamides), whether of not made up"
570390,"Carpets and other textile floor coverings; tufted, of textile materials (other than man-made, wool or fine animal hair), whether or not made up"
570410,"Textile floor coverings; felt tiles, (not tufted or flocked), whether or not made up, having a maximum surface area of 0.3m2"
570420,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), whether or not made up, having a maximum surface area exceeding 0.3 m2 but not exceeding 1 m2"
570490,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), in the piece, whether or not made up, having a maximum surface area exceeding 1 m2"
570500,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up"
580110,"Fabrics; woven pile, of wool or fine animal hair, other than fabrics of heading no. 5802 or 5806"
580121,"Fabrics; woven pile, of cotton, uncut weft pile fabrics, other than fabrics of heading no. 5802 or 5806"
580122,"Fabrics; woven pile, of cotton, cut corduroy, other than fabrics of heading no. 5802 or 5806"
580123,"Fabrics; woven pile, of cotton, weft pile fabrics other than uncut and corduroy, other than fabrics of heading no. 5802 or 5806"
580126,"Fabrics; chenille, of cotton, other than fabrics of heading no. 5802 or 5806"
580127,"Fabrics; woven pile, of cotton, warp pile fabrics, other than fabrics of heading no. 5802 or 5806"
580131,"Fabrics; woven pile, of man-made fibres, uncut weft pile fabrics, other than fabrics of heading no. 5802 or 5806"
580132,"Fabrics; woven pile, of man-made fibres, cut corduroy, other than fabrics of heading no. 5802 or 5806"
580133,"Fabrics; woven pile, of man-made fibres, other weft pile fabrics, other than fabrics of heading no. 5802 or 5806"
580136,"Fabrics; chenille, of man-made fibres, other than fabrics of heading no. 5802 or 5806"
580137,"Fabrics; woven pile, of man-made fibres, warp pile fabrics, other than fabrics of heading no. 5802 or 5806"
580190,"Fabrics; woven pile and chenille, of textile materials n.e.c. in heading no. 5801, other than fabrics of heading no. 5802 or 5806"
580210,"Fabrics; terry towelling and similar woven terry fabrics, of cotton, whether bleached or unbleached, excluding narrow fabrics of heading no. 5806"
580220,"Fabrics; terry towelling and similar woven terry fabrics, of textile materials, excluding cotton, excluding narrow fabrics of heading no. 5806"
580230,"Fabrics; tufted textile fabrics, excluding products of heading no. 5703"
580300,Gauze; other than narrow fabrics of heading no. 5806
580410,"Tulles and other net fabrics; excluding woven, knitted or crocheted fabrics, (other than fabrics of headings 60.02 to 60.06)"
580421,"Lace; mechanically made, of man-made fibres in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)"
580429,"Lace; mechanically made, of textile materials, (other than man-made fibres), in the piece, in strips or motifs, (other than fabrics of headings 60.02 to 60.06)"
580430,"Lace; hand-made, in the piece, in strips or motifs, (other than fabrics of headings 60.02 to 60.06)"
580500,"Tapestries; hand-woven, (Gobelins, Flanders, Aubusson, Beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up"
580610,Fabrics; woven pile (including terry towelling and similar terry fabrics) and chenille fabrics (excluding goods of heading 5807)
580620,"Fabrics; narrow (excluding pile fabrics), containing by weight 5% or more of elastomeric yarn or rubber thread"
580631,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of cotton (excluding goods of heading no. 5807)"
580632,"Fabrics, narrow woven fabrics, n.e.c. in heading no. 5806, of man-made fibres (excluding goods of heading no. 5807)"
580639,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of textile materials n.e.c. in item no. 5806.3 (excluding goods of heading no. 5807)"
580640,"Fabrics; narrow woven, consisting of warp without weft, assembled by means of an adhesive (bolducs)"
580710,"Labels, badges and similar articles; woven, of textile materials, in the piece, in strips or cut to shape or size, not embroidered"
580790,"Labels, badges and similar articles; (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered"
580810,Braids; in the piece
580890,"Ornamental trimmings; tassels, pompons and similar articles; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted"
580900,"Fabrics, woven; of metal thread and metallised yarn of heading no. 5605, of a kind used in apparel, as furnishing fabrics or similar purposes; n.e.c. or included"
581010,"Embroidery; without visible ground, in the piece, in strips or in motifs"
581091,"Embroidery; with visible ground, of cotton, in the piece, in strips or in motifs"
581092,"Embroidery; with visible ground, of man-made fibres, in the piece, in strips or in motifs"
581099,"Embroidery; with visible ground, of textile materials (other than cotton and man-made fibres), in the piece, in strips or in motifs"
581100,"Quilted textile products; in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading no. 5810)"
590110,"Textile fabrics; coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like"
590190,"Textile fabrics; coated with gum or amylaceous substances, tracing cloth, prepared painting canvas, buckram and similar stiffened textile fabrics for hat foundations, (excluding book covers)"
590210,Textile fabrics; tyrecord of high tenacity yarn of nylon or other polyamides
590220,Textile fabrics; tyrecord of high tenacity yarn of polyester
590290,Textile fabrics; tyrecord of high tenacity yarn of viscose rayon
590310,"Textile fabrics; impregnated, coated, covered or laminated with poly(vinyl chloride)"
590320,"Textile fabrics; impregnated, coated, covered or laminated with polyurethane"
590390,"Textile fabrics; impregnated, coated, covered or laminated with plastics, (excluding polyvinyl chloride, polyurethane and those of heading no. 5902)"
590410,"Linoleum, whether or not cut to shape"
590490,"Textiles floor coverings; consisting of a coating or covering applied on a textile backing, whether or not cut to shape, other than linoleum"
590500,"Textile wall coverings of fabrics impregnated, coated, covered or laminated"
590610,"Textile fabrics, rubberised; (excluding those of heading no. 5902), adhesive tape of a width not exceeding 20cm"
590691,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), knitted or crocheted"
590699,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), not knitted or crocheted"
590700,"Textile fabrics; otherwise impregnated, coated or covered, painted canvas being theatrical scenery, studio back-cloths or the like"
590800,"Textile wicks, woven, plaited or knitted; for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated"
590900,"Textile hosepiping and similar textile tubing; with or without lining, armour or accessories of other materials"
